resultId,raceId,driverId,constructorId,number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId,Win or Lost
7796,13,8,6,4,3,3,3,3,6.0,53,30.664,4612.37,36,2,1:24.761,246.042,1,+30.664
7797,13,16,10,20,2,4,4,4,5.0,53,31.131,4612.837,36,1,1:24.739,246.106,1,+31.131
7798,13,4,4,7,8,5,5,5,4.0,53,59.182,4640.888,50,8,1:25.199,244.777,1,+59.182
7799,13,5,1,2,4,6,6,6,3.0,53,1:00.693,4642.399,51,6,1:25.109,245.036,1,+1:00.693
7800,13,2,2,6,15,7,7,7,2.0,53,1:22.412,4664.118,30,9,1:25.488,243.950,1,+1:22.412
7801,13,20,9,15,9,8,8,8,1.0,53,1:25.407,4667.113,50,7,1:25.194,244.791,1,+1:25.407
7802,13,21,6,3,14,9,9,9,0.0,53,1:26.856,4668.562,28,10,1:25.498,243.921,1,+1:26.856
7803,13,6,3,17,17,10,10,10,0.0,53,2:42.163,4743.869,51,16,1:25.976,242.565,1,+2:42.163
7804,13,10,7,10,16,11,11,11,0.0,53,2:43.925,4745.631,50,14,1:25.751,243.201,1,+2:43.925
7805,13,1,1,1,1,12,12,12,0.0,52,0,0.0,52,3,1:24.802,245.923,3,0
7806,13,67,5,12,19,13,13,13,0.0,52,0,0.0,50,11,1:25.564,243.733,11,0
7807,13,15,7,9,11,14,14,14,0.0,52,0,0.0,49,13,1:25.700,243.346,11,0
7808,13,154,4,8,12,15,15,15,0.0,52,0,0.0,51,12,1:25.609,243.605,11,0
7809,13,3,3,16,18,16,16,16,0.0,51,0,0.0,50,15,1:25.901,242.777,12,0
7810,13,24,10,21,7,\N,R,17,0.0,22,0,0.0,22,17,1:26.041,242.382,7,0
7811,13,153,5,11,20,\N,R,18,0.0,19,0,0.0,17,19,1:27.846,237.401,31,0
7812,13,9,2,5,13,\N,R,19,0.0,15,0,0.0,12,18,1:27.819,237.474,44,0
7813,13,17,9,14,10,\N,R,20,0.0,0,0,0.0,0,\N,0,0,4,0
7814,14,1,1,1,1,1,1,1,10.0,61,1:56:06.337,6966.337,36,2,1:48.345,168.561,1,1:56:06.337
7815,14,10,7,10,6,2,2,2,8.0,61,9.634,6975.971,34,6,1:48.396,168.482,1,+9.634
7816,14,4,4,7,5,3,3,3,6.0,61,16.624,6982.961,53,1,1:48.240,168.725,1,+16.624
7817,14,20,9,15,2,4,4,4,5.0,61,20.621,6986.958,10,7,1:48.398,168.479,1,+20.621
7818,14,18,23,22,11,5,5,5,4.0,61,30.015,6996.352,54,4,1:48.369,168.524,1,+30.015
7819,14,22,23,23,9,6,6,6,3.0,61,31.858,6998.195,50,8,1:48.598,168.168,1,+31.858
7820,14,5,1,2,8,7,7,7,2.0,61,36.157,7002.494,36,11,1:49.283,167.114,1,+36.157
7821,14,9,2,5,7,8,8,8,1.0,61,55.054,7021.391,44,10,1:48.847,167.784,1,+55.054
7822,14,6,3,17,10,9,9,9,0.0,61,56.054,7022.391,45,13,1:49.371,166.980,1,+56.054
7823,14,8,6,4,12,10,10,10,0.0,61,58.892,7025.229,54,5,1:48.391,168.490,1,+58.892
7824,14,3,3,16,3,11,11,11,0.0,61,59.777,7026.114,9,3,1:48.352,168.550,1,+59.777
7825,14,15,7,9,14,12,12,12,0.0,61,1:13.009,7039.346,54,9,1:48.816,167.831,1,+1:13.009
7826,14,21,6,3,17,13,13,13,0.0,61,1:19.890,7046.227,49,14,1:49.417,166.910,1,+1:19.890
7827,14,24,10,21,19,14,14,14,0.0,61,1:33.502,7059.839,48,15,1:49.852,166.249,1,+1:33.502
7828,14,153,5,11,16,\N,R,15,0.0,47,0,0.0,32,18,1:52.483,162.360,23,0
7829,14,67,5,12,13,\N,R,16,0.0,47,0,0.0,17,16,1:50.636,165.071,6,0
7830,14,17,9,14,4,\N,R,17,0.0,45,0,0.0,35,12,1:49.319,167.059,23,0
7831,14,16,10,20,15,\N,R,18,0.0,23,0,0.0,15,19,1:52.623,162.158,4,0
7832,14,2,2,6,20,\N,R,19,0.0,19,0,0.0,18,17,1:51.346,164.018,4,0
7833,14,154,4,8,18,\N,R,20,0.0,3,0,0.0,2,20,1:57.192,155.836,23,0
7834,15,20,9,15,1,1,1,1,10.0,53,1:28:20.443,5300.443,43,2,1:32.572,225.826,1,1:28:20.443
7835,15,15,7,9,2,2,2,2,8.0,53,4.877,5305.32,38,4,1:33.152,224.420,1,+4.877
7836,15,1,1,1,3,3,3,3,6.0,53,6.472,5306.915,13,6,1:33.259,224.162,1,+6.472
7837,15,8,6,4,5,4,4,4,5.0,53,7.940,5308.383,33,3,1:32.999,224.789,1,+7.940
7838,15,3,3,16,7,5,5,5,4.0,53,8.793,5309.236,43,9,1:33.595,223.358,1,+8.793
7839,15,2,2,6,4,6,6,6,3.0,53,9.509,5309.952,13,10,1:33.600,223.346,1,+9.509
7840,15,22,23,23,6,7,7,7,2.0,53,10.641,5311.084,17,13,1:33.910,222.608,1,+10.641
7841,15,18,23,22,10,8,8,8,1.0,53,11.474,5311.917,42,5,1:33.251,224.182,1,+11.474
7842,15,9,2,5,9,9,9,9,0.0,53,11.777,5312.22,44,7,1:33.334,223.982,1,+11.777
7843,15,4,4,7,16,10,10,10,0.0,53,13.065,5313.508,28,14,1:33.946,222.523,1,+13.065
7844,15,5,1,2,11,11,11,11,0.0,53,13.735,5314.178,35,12,1:33.801,222.867,1,+13.735
7845,15,21,6,3,14,12,12,12,0.0,53,14.596,5315.039,33,8,1:33.479,223.635,1,+14.596
7846,15,16,10,20,8,13,13,13,0.0,53,14.959,5315.402,36,11,1:33.668,223.184,1,+14.959
7847,15,24,10,21,18,14,14,14,0.0,53,15.734,5316.177,36,16,1:34.294,221.702,1,+15.734
7848,15,6,3,17,15,15,15,15,0.0,53,17.973,5318.416,26,18,1:34.783,220.558,1,+17.973
7849,15,154,4,8,17,16,16,16,0.0,52,0,0.0,39,17,1:34.643,220.884,11,0
7850,15,17,9,14,19,17,17,17,0.0,51,0,0.0,50,1,1:32.569,225.833,12,0
7851,15,153,5,11,12,\N,R,18,0.0,43,0,0.0,34,15,1:34.049,222.279,3,0
7852,15,67,5,12,13,\N,R,19,0.0,11,0,0.0,5,19,1:35.392,219.150,8,0
7853,15,10,7,10,20,\N,W,20,0.0,0,0,0.0,0,\N,0,0,73,0
7854,16,17,9,14,2,1,1,1,10.0,71,1:32:23.081,5543.081,25,1,1:13.733,210.386,1,1:32:23.081
7855,16,9,2,5,8,2,2,2,8.0,71,7.626,5550.707,38,4,1:14.155,209.188,1,+7.626
7856,16,1,1,1,17,3,3,3,6.0,71,18.944,5562.025,59,6,1:14.345,208.654,1,+18.944
7857,16,20,9,15,15,4,4,4,5.0,71,19.652,5562.733,59,2,1:13.890,209.939,1,+19.652
7858,16,18,23,22,14,5,5,5,4.0,71,29.005,5572.086,46,7,1:14.353,208.631,1,+29.005
7859,16,8,6,4,5,6,6,6,3.0,71,33.340,5576.421,47,9,1:14.558,208.058,1,+33.340
7860,16,67,5,12,6,7,7,7,2.0,71,35.991,5579.072,58,10,1:14.563,208.044,1,+35.991
7861,16,22,23,23,1,8,8,8,1.0,71,45.454,5588.535,20,3,1:13.950,209.768,1,+45.454
7862,16,5,1,2,16,9,9,9,0.0,71,48.499,5591.58,68,5,1:14.303,208.772,1,+48.499
7863,16,155,7,10,11,10,10,10,0.0,71,1:03.324,5606.405,71,11,1:14.676,207.729,1,+1:03.324
7864,16,21,6,3,19,11,11,11,0.0,71,1:10.665,5613.746,55,14,1:14.931,207.022,1,+1:10.665
7865,16,24,10,21,20,12,12,12,0.0,71,1:11.388,5614.469,43,16,1:14.990,206.859,1,+1:11.388
7866,16,154,4,8,13,13,13,13,0.0,70,0,0.0,54,12,1:14.789,207.415,11,0
7867,16,153,5,11,12,14,14,14,0.0,70,0,0.0,59,13,1:14.861,207.216,11,0
7868,16,6,3,17,9,\N,R,15,0.0,30,0,0.0,21,17,1:15.073,206.630,3,0
7869,16,3,3,16,7,\N,R,16,0.0,27,0,0.0,16,8,1:14.370,208.584,6,0
7870,16,2,2,6,18,\N,R,17,0.0,21,0,0.0,19,15,1:14.988,206.865,60,0
7871,16,16,10,20,3,\N,R,18,0.0,0,0,0.0,0,\N,0,0,3,0
7872,16,15,7,9,4,\N,R,19,0.0,0,0,0.0,0,\N,0,0,3,0
7873,16,4,4,7,10,\N,R,20,0.0,0,0,0.0,0,\N,0,0,3,0
7874,356,95,6,27,6,1,1,1,9.0,61,1:38:58.744,5938.744,0,\N,0,0,1,1:38:58.744
7875,356,117,1,2,5,2,2,2,6.0,61,7.809,5946.553,0,\N,0,0,1,+7.809
7876,356,127,37,15,12,3,3,3,4.0,61,9.370,5948.114,0,\N,0,0,1,+9.370
7877,356,65,22,20,10,4,4,4,3.0,61,10.493,5949.237,0,\N,0,0,1,+10.493
7878,356,118,21,9,8,5,5,5,2.0,61,17.866,5956.61,0,\N,0,0,1,+17.866
7879,356,145,22,19,11,6,6,6,1.0,61,18.241,5956.985,0,\N,0,0,1,+18.241
7880,356,156,25,3,18,7,7,7,0.0,60,0,0.0,0,\N,0,0,11,0
7881,356,138,32,12,21,8,8,8,0.0,60,0,0.0,0,\N,0,0,11,0
7882,356,129,27,26,22,9,9,9,0.0,60,0,0.0,0,\N,0,0,11,0
7883,356,105,25,4,20,10,10,10,0.0,59,0,0.0,0,\N,0,0,12,0
7884,356,102,1,1,1,11,11,11,0.0,59,0,0.0,0,\N,0,0,12,0
7885,356,112,33,30,26,12,12,12,0.0,58,0,0.0,0,\N,0,0,13,0
7886,356,110,35,22,15,13,13,13,0.0,57,0,0.0,0,\N,0,0,14,0
7887,356,157,48,38,17,14,14,14,0.0,56,0,0.0,0,\N,0,0,15,0
7888,356,119,3,6,2,15,15,15,0.0,51,0,0.0,0,\N,0,0,91,0
7889,356,158,21,10,24,\N,R,16,0.0,37,0,0.0,0,\N,0,0,4,0
7890,356,146,49,34,25,\N,R,17,0.0,36,0,0.0,0,\N,0,0,4,0
7891,356,84,34,7,13,\N,R,18,0.0,27,0,0.0,0,\N,0,0,86,0
7892,356,122,37,16,7,\N,R,19,0.0,22,0,0.0,0,\N,0,0,22,0
7893,356,137,32,11,9,\N,R,20,0.0,10,0,0.0,0,\N,0,0,69,0
7894,356,78,45,17,19,\N,D,21,0.0,10,0,0.0,0,\N,0,0,2,0
7895,356,131,34,8,14,\N,R,22,0.0,9,0,0.0,0,\N,0,0,86,0
7896,356,123,3,5,4,\N,R,23,0.0,3,0,0.0,0,\N,0,0,5,0
7897,356,94,18,23,16,\N,R,24,0.0,2,0,0.0,0,\N,0,0,83,0
7898,356,77,6,28,3,\N,R,25,0.0,0,0,0.0,0,\N,0,0,4,0
7899,356,159,18,24,23,\N,R,26,0.0,0,0,0.0,0,\N,0,0,4,0
7900,356,114,33,29,0,\N,F,27,0.0,0,0,0.0,0,\N,0,0,81,0
7901,356,163,27,25,0,\N,F,28,0.0,0,0,0.0,0,\N,0,0,81,0
7902,356,148,44,33,0,\N,F,29,0.0,0,0,0.0,0,\N,0,0,81,0
7903,356,90,42,31,0,\N,F,30,0.0,0,0,0.0,0,\N,0,0,81,0
7904,356,133,35,21,0,\N,F,31,0.0,0,0,0.0,0,\N,0,0,97,0
7905,356,160,45,18,0,\N,F,32,0.0,0,0,0.0,0,\N,0,0,97,0
7906,356,161,48,39,0,\N,F,33,0.0,0,0,0.0,0,\N,0,0,97,0
7907,356,162,42,32,0,\N,F,34,0.0,0,0,0.0,0,\N,0,0,97,0
7908,356,164,39,41,0,\N,F,35,0.0,0,0,0.0,0,\N,0,0,97,0
7909,356,88,49,35,0,\N,F,36,0.0,0,0,0.0,0,\N,0,0,97,0
7910,356,140,46,36,0,\N,F,37,0.0,0,0,0.0,0,\N,0,0,97,0
7911,356,92,46,37,0,\N,F,38,0.0,0,0,0.0,0,\N,0,0,97,0
7912,357,102,1,1,1,1,1,1,9.0,58,1:26:51.245,5211.245,0,\N,0,0,1,1:26:51.245
7913,357,117,1,2,2,2,2,2,6.0,58,40.225,5251.47,0,\N,0,0,1,+40.225
7914,357,145,22,19,7,3,3,3,4.0,57,0,0.0,0,\N,0,0,11,0
7915,357,123,3,5,6,4,4,4,3.0,57,0,0.0,0,\N,0,0,11,0
7916,357,118,21,9,12,5,5,5,2.0,57,0,0.0,0,\N,0,0,11,0
7917,357,156,25,3,25,6,6,6,1.0,57,0,0.0,0,\N,0,0,11,0
7918,357,133,35,21,9,7,7,7,0.0,57,0,0.0,0,\N,0,0,11,0
7919,357,99,39,40,18,8,8,8,0.0,57,0,0.0,0,\N,0,0,11,0
7920,357,158,21,10,21,9,9,9,0.0,56,0,0.0,0,\N,0,0,12,0
7921,357,110,35,22,16,10,10,10,0.0,56,0,0.0,0,\N,0,0,12,0
7922,357,65,22,20,23,11,11,11,0.0,56,0,0.0,0,\N,0,0,12,0
7923,357,78,45,17,14,12,12,12,0.0,52,0,0.0,0,\N,0,0,20,0
7924,357,84,34,7,22,\N,R,13,0.0,51,0,0.0,0,\N,0,0,69,0
7925,357,138,32,12,24,\N,N,14,0.0,46,0,0.0,0,\N,0,0,62,0
7926,357,159,18,24,15,\N,R,15,0.0,43,0,0.0,0,\N,0,0,20,0
7927,357,127,37,15,19,\N,R,16,0.0,39,0,0.0,0,\N,0,0,7,0
7928,357,137,32,11,8,\N,R,17,0.0,29,0,0.0,0,\N,0,0,5,0
7929,357,95,6,27,3,\N,R,18,0.0,23,0,0.0,0,\N,0,0,6,0
7930,357,119,3,6,4,\N,R,19,0.0,21,0,0.0,0,\N,0,0,5,0
7931,357,131,34,8,17,\N,R,20,0.0,19,0,0.0,0,\N,0,0,20,0
7932,357,94,18,23,11,\N,R,21,0.0,6,0,0.0,0,\N,0,0,6,0
7933,357,129,27,26,10,\N,D,22,0.0,4,0,0.0,0,\N,0,0,2,0
7934,357,77,6,28,5,\N,R,23,0.0,3,0,0.0,0,\N,0,0,3,0
7935,357,122,37,16,13,\N,R,24,0.0,1,0,0.0,0,\N,0,0,20,0
7936,357,112,33,30,20,\N,R,25,0.0,0,0,0.0,0,\N,0,0,10,0
7937,357,114,33,29,26,\N,R,26,0.0,0,0,0.0,0,\N,0,0,10,0
7938,357,105,25,4,0,\N,F,27,0.0,0,0,0.0,0,\N,0,0,81,0
7939,357,163,27,25,0,\N,F,28,0.0,0,0,0.0,0,\N,0,0,81,0
7940,357,157,48,38,0,\N,F,29,0.0,0,0,0.0,0,\N,0,0,81,0
7941,357,90,42,31,0,\N,F,30,0.0,0,0,0.0,0,\N,0,0,81,0
7942,357,92,46,37,0,\N,F,31,0.0,0,0,0.0,0,\N,0,0,97,0
7943,357,148,44,33,0,\N,F,32,0.0,0,0,0.0,0,\N,0,0,97,0
7944,357,160,45,18,0,\N,F,33,0.0,0,0,0.0,0,\N,0,0,97,0
7945,357,140,46,36,0,\N,F,34,0.0,0,0,0.0,0,\N,0,0,97,0
7946,357,164,39,41,0,\N,F,35,0.0,0,0,0.0,0,\N,0,0,97,0
7947,357,162,42,32,0,\N,F,36,0.0,0,0,0.0,0,\N,0,0,97,0
7948,357,88,49,35,0,\N,F,37,0.0,0,0,0.0,0,\N,0,0,97,0
7949,357,146,49,34,0,\N,F,38,0.0,0,0,0.0,0,\N,0,0,97,0
7950,357,161,48,39,0,\N,F,39,0.0,0,0,0.0,0,\N,0,0,97,0
7951,358,102,1,1,1,1,1,1,9.0,77,1:53:33.251,6813.251,0,\N,0,0,1,1:53:33.251
7952,358,117,1,2,2,2,2,2,6.0,77,52.529,6865.78,0,\N,0,0,1,+52.529
7953,358,131,34,8,8,3,3,3,4.0,76,0,0.0,0,\N,0,0,11,0
7954,358,133,35,21,9,4,4,4,3.0,75,0,0.0,0,\N,0,0,12,0
7955,358,105,25,4,12,5,5,5,2.0,75,0,0.0,0,\N,0,0,12,0
7956,358,84,34,7,4,6,6,6,1.0,75,0,0.0,0,\N,0,0,12,0
7957,358,158,21,10,20,7,7,7,0.0,75,0,0.0,0,\N,0,0,12,0
7958,358,145,22,19,15,8,8,8,0.0,74,0,0.0,0,\N,0,0,13,0
7959,358,156,25,3,23,9,9,9,0.0,74,0,0.0,0,\N,0,0,13,0
7960,358,123,3,5,3,10,10,10,0.0,74,0,0.0,0,\N,0,0,13,0
7961,358,122,37,16,22,11,11,11,0.0,73,0,0.0,0,\N,0,0,14,0
7962,358,163,27,25,21,12,12,12,0.0,73,0,0.0,0,\N,0,0,14,0
7963,358,110,35,22,10,13,13,13,0.0,73,0,0.0,0,\N,0,0,14,0
7964,358,65,22,20,24,14,14,14,0.0,73,0,0.0,0,\N,0,0,14,0
7965,358,119,3,6,7,15,15,15,0.0,73,0,0.0,0,\N,0,0,14,0
7966,358,159,18,24,26,\N,R,16,0.0,48,0,0.0,0,\N,0,0,25,0
7967,358,99,39,40,13,\N,R,17,0.0,46,0,0.0,0,\N,0,0,10,0
7968,358,90,42,31,25,\N,R,18,0.0,44,0,0.0,0,\N,0,0,6,0
7969,358,112,33,30,17,\N,R,19,0.0,38,0,0.0,0,\N,0,0,5,0
7970,358,127,37,15,14,\N,R,20,0.0,36,0,0.0,0,\N,0,0,5,0
7971,358,137,32,11,19,\N,R,21,0.0,32,0,0.0,0,\N,0,0,4,0
7972,358,95,6,27,5,\N,R,22,0.0,30,0,0.0,0,\N,0,0,6,0
7973,358,162,42,32,18,\N,R,23,0.0,19,0,0.0,0,\N,0,0,6,0
7974,358,129,27,26,16,\N,R,24,0.0,4,0,0.0,0,\N,0,0,6,0
7975,358,94,18,23,11,\N,R,25,0.0,3,0,0.0,0,\N,0,0,8,0
7976,358,118,21,9,6,\N,R,26,0.0,2,0,0.0,0,\N,0,0,10,0
7977,358,157,48,38,0,\N,F,27,0.0,0,0,0.0,0,\N,0,0,81,0
7978,358,114,33,29,0,\N,F,28,0.0,0,0,0.0,0,\N,0,0,81,0
7979,358,138,32,12,0,\N,F,29,0.0,0,0,0.0,0,\N,0,0,81,0
7980,358,160,45,18,0,\N,F,30,0.0,0,0,0.0,0,\N,0,0,97,0
7981,358,140,46,36,0,\N,F,31,0.0,0,0,0.0,0,\N,0,0,97,0
7982,358,78,45,17,0,\N,F,32,0.0,0,0,0.0,0,\N,0,0,97,0
7983,358,146,49,34,0,\N,F,33,0.0,0,0,0.0,0,\N,0,0,97,0
7984,358,92,46,37,0,\N,F,34,0.0,0,0,0.0,0,\N,0,0,97,0
7985,358,148,44,33,0,\N,F,35,0.0,0,0,0.0,0,\N,0,0,97,0
7986,358,161,48,39,0,\N,F,36,0.0,0,0,0.0,0,\N,0,0,97,0
7987,358,88,49,35,0,\N,F,37,0.0,0,0,0.0,0,\N,0,0,97,0
7988,358,164,39,41,0,\N,F,38,0.0,0,0,0.0,0,\N,0,0,97,0
7989,359,102,1,1,1,1,1,1,9.0,69,1:35:21.431,5721.431,0,\N,0,0,1,1:35:21.431
7990,359,119,3,6,5,2,2,2,6.0,69,15.560,5736.991,0,\N,0,0,1,+15.560
7991,359,105,25,4,7,3,3,3,4.0,69,31.254,5752.685,0,\N,0,0,1,+31.254
7992,359,145,22,19,13,4,4,4,3.0,69,45.495,5766.926,0,\N,0,0,1,+45.495
7993,359,117,1,2,2,5,5,5,2.0,69,56.113,5777.544,0,\N,0,0,1,+56.113
7994,359,99,39,40,17,6,6,6,1.0,68,0,0.0,0,\N,0,0,11,0
7995,359,158,21,10,24,7,7,7,0.0,68,0,0.0,0,\N,0,0,11,0
7996,359,129,27,26,11,8,8,8,0.0,68,0,0.0,0,\N,0,0,11,0
7997,359,84,34,7,20,9,9,9,0.0,68,0,0.0,0,\N,0,0,11,0
7998,359,131,34,8,9,10,10,10,0.0,68,0,0.0,0,\N,0,0,11,0
7999,359,137,32,11,26,11,11,11,0.0,68,0,0.0,0,\N,0,0,11,0
8000,359,157,48,38,23,12,12,12,0.0,67,0,0.0,0,\N,0,0,12,0
8001,359,133,35,21,19,13,13,13,0.0,67,0,0.0,0,\N,0,0,12,0
8002,359,163,27,25,25,14,14,14,0.0,66,0,0.0,0,\N,0,0,13,0
8003,359,65,22,20,18,15,15,15,0.0,66,0,0.0,0,\N,0,0,13,0
8004,359,94,18,23,22,\N,R,16,0.0,53,0,0.0,0,\N,0,0,5,0
8005,359,95,6,27,3,\N,R,17,0.0,43,0,0.0,0,\N,0,0,6,0
8006,359,118,21,9,10,\N,R,18,0.0,35,0,0.0,0,\N,0,0,10,0
8007,359,138,32,12,15,\N,R,19,0.0,35,0,0.0,0,\N,0,0,20,0
8008,359,112,33,30,16,\N,N,20,0.0,28,0,0.0,0,\N,0,0,62,0
8009,359,110,35,22,12,\N,R,21,0.0,20,0,0.0,0,\N,0,0,22,0
8010,359,77,6,28,6,\N,R,22,0.0,16,0,0.0,0,\N,0,0,6,0
8011,359,140,46,36,21,\N,R,23,0.0,16,0,0.0,0,\N,0,0,7,0
8012,359,123,3,5,8,\N,R,24,0.0,15,0,0.0,0,\N,0,0,10,0
8013,359,156,25,3,14,\N,R,25,0.0,9,0,0.0,0,\N,0,0,37,0
8014,359,122,37,16,4,\N,R,26,0.0,1,0,0.0,0,\N,0,0,7,0
8015,359,159,18,24,0,\N,F,27,0.0,0,0,0.0,0,\N,0,0,81,0
8016,359,127,37,15,0,\N,F,28,0.0,0,0,0.0,0,\N,0,0,81,0
8017,359,114,33,29,0,\N,F,29,0.0,0,0,0.0,0,\N,0,0,81,0
8018,359,90,42,31,0,\N,F,30,0.0,0,0,0.0,0,\N,0,0,81,0
8019,359,92,46,37,0,\N,F,31,0.0,0,0,0.0,0,\N,0,0,97,0
8020,359,148,44,33,0,\N,F,32,0.0,0,0,0.0,0,\N,0,0,97,0
8021,359,78,45,17,0,\N,F,33,0.0,0,0,0.0,0,\N,0,0,97,0
8022,359,161,48,39,0,\N,F,34,0.0,0,0,0.0,0,\N,0,0,97,0
8023,359,146,49,34,0,\N,F,35,0.0,0,0,0.0,0,\N,0,0,97,0
8024,359,88,49,35,0,\N,F,36,0.0,0,0,0.0,0,\N,0,0,97,0
8025,359,160,45,18,0,\N,F,37,0.0,0,0,0.0,0,\N,0,0,97,0
8026,359,164,39,41,0,\N,F,38,0.0,0,0,0.0,0,\N,0,0,97,0
8027,359,162,42,32,0,\N,F,39,0.0,0,0,0.0,0,\N,0,0,97,0
8028,360,117,1,2,2,1,1,1,9.0,75,2:01:33.133,7293.133,0,\N,0,0,1,2:01:33.133
8029,360,119,3,6,14,2,2,2,6.0,75,39.696,7332.829,0,\N,0,0,1,+39.696
8030,360,158,21,10,17,3,3,3,4.0,75,43.210,7336.343,0,\N,0,0,1,+43.210
8031,360,157,48,38,26,4,4,4,3.0,74,0,0.0,0,\N,0,0,11,0
8032,360,65,22,20,25,5,5,5,2.0,74,0,0.0,0,\N,0,0,11,0
8033,360,123,3,5,16,6,6,6,1.0,74,0,0.0,0,\N,0,0,11,0
8034,360,99,39,40,24,7,7,7,0.0,73,0,0.0,0,\N,0,0,5,0
8035,360,110,35,22,13,8,8,8,0.0,70,0,0.0,0,\N,0,0,15,0
8036,360,156,25,3,21,9,9,9,0.0,69,0,0.0,0,\N,0,0,69,0
8037,360,77,6,28,8,\N,R,10,0.0,61,0,0.0,0,\N,0,0,91,0
8038,360,133,35,21,6,\N,R,11,0.0,52,0,0.0,0,\N,0,0,4,0
8039,360,137,32,11,22,\N,R,12,0.0,52,0,0.0,0,\N,0,0,20,0
8040,360,140,46,36,19,\N,R,13,0.0,50,0,0.0,0,\N,0,0,22,0
8041,360,159,18,24,20,\N,R,14,0.0,46,0,0.0,0,\N,0,0,5,0
8042,360,102,1,1,1,\N,R,15,0.0,44,0,0.0,0,\N,0,0,10,0
8043,360,84,34,7,5,\N,R,16,0.0,43,0,0.0,0,\N,0,0,23,0
8044,360,131,34,8,7,\N,R,17,0.0,37,0,0.0,0,\N,0,0,23,0
8045,360,95,6,27,4,\N,R,18,0.0,31,0,0.0,0,\N,0,0,91,0
8046,360,94,18,23,15,\N,R,19,0.0,26,0,0.0,0,\N,0,0,5,0
8047,360,138,32,12,23,\N,R,20,0.0,24,0,0.0,0,\N,0,0,37,0
8048,360,122,37,16,11,\N,R,21,0.0,22,0,0.0,0,\N,0,0,7,0
8049,360,127,37,15,18,\N,R,22,0.0,20,0,0.0,0,\N,0,0,23,0
8050,360,105,25,4,9,\N,R,23,0.0,17,0,0.0,0,\N,0,0,6,0
8051,360,145,22,19,3,\N,R,24,0.0,10,0,0.0,0,\N,0,0,68,0
8052,360,118,21,9,10,\N,R,25,0.0,7,0,0.0,0,\N,0,0,4,0
8053,360,112,33,30,12,\N,R,26,0.0,3,0,0.0,0,\N,0,0,20,0
8054,360,129,27,26,0,\N,F,27,0.0,0,0,0.0,0,\N,0,0,81,0
8055,360,90,42,31,0,\N,F,28,0.0,0,0,0.0,0,\N,0,0,81,0
8056,360,163,27,25,0,\N,F,29,0.0,0,0,0.0,0,\N,0,0,81,0
8057,360,114,33,29,0,\N,F,30,0.0,0,0,0.0,0,\N,0,0,81,0
8058,360,160,45,18,0,\N,F,31,0.0,0,0,0.0,0,\N,0,0,97,0
8059,360,162,42,32,0,\N,F,32,0.0,0,0,0.0,0,\N,0,0,97,0
8060,360,148,44,33,0,\N,F,33,0.0,0,0,0.0,0,\N,0,0,97,0
8061,360,78,45,17,0,\N,F,34,0.0,0,0,0.0,0,\N,0,0,97,0
8062,360,164,39,41,0,\N,F,35,0.0,0,0,0.0,0,\N,0,0,97,0
8063,360,161,48,39,0,\N,F,36,0.0,0,0,0.0,0,\N,0,0,97,0
8064,360,88,49,35,0,\N,F,37,0.0,0,0,0.0,0,\N,0,0,97,0
8065,360,146,49,34,0,\N,F,38,0.0,0,0,0.0,0,\N,0,0,97,0
8066,360,92,46,37,0,\N,F,39,0.0,0,0,0.0,0,\N,0,0,97,0
8067,361,123,3,5,6,1,1,1,9.0,69,2:01:24.073,7284.073,0,\N,0,0,1,2:01:24.073
8068,361,119,3,6,3,2,2,2,6.0,69,30.007,7314.08,0,\N,0,0,1,+30.007
8069,361,110,35,22,9,3,3,3,4.0,69,1:36.649,7380.722,0,\N,0,0,1,+1:36.649
8070,361,137,32,11,19,4,4,4,3.0,69,1:41.484,7385.557,0,\N,0,0,1,+1:41.484
8071,361,163,27,25,22,5,5,5,2.0,68,0,0.0,0,\N,0,0,11,0
8072,361,133,35,21,8,6,6,6,1.0,67,0,0.0,0,\N,0,0,12,0
8073,361,102,1,1,2,7,7,7,0.0,66,0,0.0,0,\N,0,0,5,0
8074,361,157,48,38,23,8,8,8,0.0,66,0,0.0,0,\N,0,0,13,0
8075,361,90,42,31,26,\N,R,9,0.0,57,0,0.0,0,\N,0,0,24,0
8076,361,118,21,9,12,\N,R,10,0.0,40,0,0.0,0,\N,0,0,5,0
8077,361,156,25,3,14,\N,R,11,0.0,35,0,0.0,0,\N,0,0,20,0
8078,361,78,45,17,15,\N,R,12,0.0,33,0,0.0,0,\N,0,0,10,0
8079,361,122,37,16,21,\N,R,13,0.0,28,0,0.0,0,\N,0,0,20,0
8080,361,112,33,30,10,\N,R,14,0.0,26,0,0.0,0,\N,0,0,20,0
8081,361,140,46,36,18,\N,D,15,0.0,13,0,0.0,0,\N,0,0,2,0
8082,361,159,18,24,24,\N,R,16,0.0,11,0,0.0,0,\N,0,0,20,0
8083,361,127,37,15,17,\N,R,17,0.0,11,0,0.0,0,\N,0,0,10,0
8084,361,77,6,28,4,\N,R,18,0.0,6,0,0.0,0,\N,0,0,6,0
8085,361,99,39,40,25,\N,R,19,0.0,6,0,0.0,0,\N,0,0,20,0
8086,361,158,21,10,16,\N,R,20,0.0,3,0,0.0,0,\N,0,0,20,0
